review_id,review_date,reviewer,document_reviewed,claim_id,claim_text_excerpt,claim_type,regulatory_section,ftc_citation,violation_detected,violation_category,severity,evidence_tier,rct_count,animal_studies,in_vitro_studies,prohibited_qualifier,proof_claim,disclosure_issue,recommended_action,action_taken,status,estimated_penalty_usd,review_notes
RV-0152,2026-05-28,Sarah Chen (Counsel),brand_guidelines.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Pending legal sign-off,OPEN,51744.0,Review #152: undisclosed_material_connection flagged in brand_guidelines.md by Sarah Chen
RV-0153,2026-05-28,Sarah Chen (Counsel),press_release_draft_v1.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Resolved,OPEN,51744.0,Review #153: proof_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0154,2026-06-03,Dr. Maria Santos (CCO),product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Referred to CCO,OPEN,51744.0,Review #154: prohibited_qualifier flagged in product_label_draft.md by Dr. Maria Santos
RV-0155,2026-05-26,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,IN_REVIEW,51744.0,Review #155: undisclosed_material_connection flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0156,2026-06-09,Dr. Maria Santos (CCO),product_label_draft.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Flagged for revision,RESOLVED,51744.0,Review #156: proof_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0157,2026-06-08,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,IN_REVIEW,51744.0,Review #157: undisclosed_material_connection flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0158,2026-06-06,Sarah Chen (Counsel),press_release_draft_v2.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Resolved,RESOLVED,51744.0,Review #158: proof_claim flagged in press_release_draft_v2.md by Sarah Chen
RV-0159,2026-05-27,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,OPEN,51744.0,Review #159: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0160,2026-05-20,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Flagged for revision,ESCALATED,51744.0,Review #160: unsubstantiated_env_claim flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0161,2026-06-08,Sarah Chen (Counsel),ad_copy_social_media.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Under review,IN_REVIEW,51744.0,Review #161: proof_claim flagged in ad_copy_social_media.md by Sarah Chen
RV-0162,2026-06-05,Compliance Counsel LLC,press_release_draft_v2.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Under review,ESCALATED,51744.0,Review #162: undisclosed_material_connection flagged in press_release_draft_v2.md by Compliance Counsel LLC
RV-0163,2026-05-22,Dr. Maria Santos (CCO),product_label_draft.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,IN_REVIEW,51744.0,Review #163: prohibited_qualifier flagged in product_label_draft.md by Dr. Maria Santos
RV-0164,2026-06-04,Sarah Chen (Counsel),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,OPEN,51744.0,Review #164: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0165,2026-05-24,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Referred to CCO,ESCALATED,51744.0,Review #165: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0166,2026-06-07,Compliance Counsel LLC,brand_guidelines.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Flagged for revision,OPEN,51744.0,Review #166: undisclosed_material_connection flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0167,2026-06-09,Compliance Counsel LLC,ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Referred to CCO,IN_REVIEW,51744.0,Review #167: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0168,2026-05-29,Sarah Chen (Counsel),product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,OPEN,51744.0,Review #168: prohibited_qualifier flagged in product_label_draft.md by Sarah Chen
RV-0169,2026-05-20,Compliance Counsel LLC,ad_copy_social_media.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Referred to CCO,OPEN,51744.0,Review #169: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0170,2026-05-27,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Resolved,ESCALATED,51744.0,Review #170: invalid_safe_harbor flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0171,2026-05-23,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Resolved,RESOLVED,51744.0,Review #171: proof_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0172,2026-05-24,Dr. Rachel Kim (Science),product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Referred to CCO,RESOLVED,51744.0,Review #172: proof_claim flagged in product_label_draft.md by Dr. Rachel Kim
RV-0173,2026-05-24,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Resolved,OPEN,51744.0,Review #173: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0174,2026-05-23,Sarah Chen (Counsel),product_label_draft.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Flagged for revision,ESCALATED,51744.0,Review #174: unsubstantiated_env_claim flagged in product_label_draft.md by Sarah Chen
RV-0175,2026-05-28,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Pending legal sign-off,RESOLVED,51744.0,Review #175: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0176,2026-06-03,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Pending legal sign-off,IN_REVIEW,51744.0,Review #176: undisclosed_material_connection flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0177,2026-05-23,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Pending legal sign-off,ESCALATED,51744.0,Review #177: proof_claim flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0178,2026-05-27,Compliance Counsel LLC,ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Under review,ESCALATED,51744.0,Review #178: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0179,2026-05-24,Compliance Counsel LLC,brand_guidelines.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Under review,RESOLVED,2000000.0,Review #179: false_origin_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0180,2026-06-06,Dr. Rachel Kim (Science),product_label_draft.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Referred to CCO,IN_REVIEW,51744.0,Review #180: undisclosed_material_connection flagged in product_label_draft.md by Dr. Rachel Kim
RV-0181,2026-05-25,Compliance Counsel LLC,press_release_draft_v1.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,IN_REVIEW,51744.0,Review #181: prohibited_qualifier flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0182,2026-05-29,Sarah Chen (Counsel),press_release_draft_v2.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Resolved,IN_REVIEW,51744.0,Review #182: unqualified_general_claim flagged in press_release_draft_v2.md by Sarah Chen
RV-0183,2026-06-03,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Flagged for revision,RESOLVED,51744.0,Review #183: unqualified_general_claim flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0184,2026-05-21,Compliance Counsel LLC,brand_guidelines.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Referred to CCO,IN_REVIEW,51744.0,Review #184: undisclosed_material_connection flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0185,2026-06-09,Compliance Counsel LLC,brand_guidelines.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Pending legal sign-off,RESOLVED,51744.0,Review #185: unsubstantiated_env_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0186,2026-06-01,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Resolved,ESCALATED,2000000.0,Review #186: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0187,2026-06-01,Compliance Counsel LLC,ad_copy_social_media.md,CL-009,Recyclable Packaging,environmental_claim,§260.12,16 CFR §260.12,YES,unsubstantiated_env_claim,medium,Facility access data,0,0,0,NO,NO,NO,Qualify to specific recyclable components,Resolved,ESCALATED,51744.0,Review #187: unsubstantiated_env_claim flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0188,2026-05-31,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Under review,IN_REVIEW,51744.0,Review #188: proof_claim flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0189,2026-06-04,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,IN_REVIEW,51744.0,Review #189: prohibited_qualifier flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0190,2026-05-31,Dr. Maria Santos (CCO),brand_guidelines.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Flagged for revision,OPEN,51744.0,Review #190: prohibited_qualifier flagged in brand_guidelines.md by Dr. Maria Santos
RV-0191,2026-05-26,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Resolved,RESOLVED,51744.0,Review #191: unsubstantiated_env_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0192,2026-06-09,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-004,B-vitamins scientifically proven to support energy,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,Established science,10,0,0,NO,YES,NO,Remove 'scientifically proven'; use 'well-established role',Pending legal sign-off,RESOLVED,51744.0,Review #192: proof_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0193,2026-05-20,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Under review,ESCALATED,51744.0,Review #193: undisclosed_material_connection flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0194,2026-06-09,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Flagged for revision,IN_REVIEW,51744.0,Review #194: unqualified_general_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0195,2026-06-06,Dr. Rachel Kim (Science),product_label_draft.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Under review,OPEN,51744.0,Review #195: invalid_safe_harbor flagged in product_label_draft.md by Dr. Rachel Kim
RV-0196,2026-05-22,Compliance Counsel LLC,ad_copy_social_media.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Referred to CCO,ESCALATED,51744.0,Review #196: prohibited_qualifier flagged in ad_copy_social_media.md by Compliance Counsel LLC
RV-0197,2026-05-23,Dr. Rachel Kim (Science),ad_copy_social_media.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Flagged for revision,ESCALATED,51744.0,Review #197: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Rachel Kim
RV-0198,2026-06-02,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Flagged for revision,ESCALATED,51744.0,Review #198: unsubstantiated_env_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0199,2026-06-04,Compliance Counsel LLC,press_release_draft_v1.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Referred to CCO,IN_REVIEW,51744.0,Review #199: proof_claim flagged in press_release_draft_v1.md by Compliance Counsel LLC
RV-0200,2026-06-02,Dr. Maria Santos (CCO),product_label_draft.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Resolved,IN_REVIEW,51744.0,Review #200: prohibited_qualifier flagged in product_label_draft.md by Dr. Maria Santos
RV-0201,2026-06-02,Dr. Maria Santos (CCO),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,IN_REVIEW,51744.0,Review #201: prohibited_qualifier flagged in product_label_draft.md by Dr. Maria Santos
RV-0202,2026-06-08,Compliance Counsel LLC,product_label_draft.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Flagged for revision,IN_REVIEW,2000000.0,Review #202: false_origin_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0203,2026-05-31,Dr. Maria Santos (CCO),press_release_draft_v2.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Flagged for revision,RESOLVED,51744.0,Review #203: unqualified_general_claim flagged in press_release_draft_v2.md by Dr. Maria Santos
RV-0204,2026-05-30,Dr. Rachel Kim (Science),brand_guidelines.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Pending legal sign-off,IN_REVIEW,51744.0,Review #204: invalid_safe_harbor flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0205,2026-06-08,Sarah Chen (Counsel),brand_guidelines.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,OPEN,2000000.0,Review #205: false_origin_claim flagged in brand_guidelines.md by Sarah Chen
RV-0206,2026-06-06,Compliance Counsel LLC,brand_guidelines.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Pending legal sign-off,ESCALATED,51744.0,Review #206: unsubstantiated_env_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0207,2026-05-28,Sarah Chen (Counsel),brand_guidelines.md,CL-008,Biodegradable Capsule Shells (HDPE),environmental_claim,§260.8,16 CFR §260.8,YES,unsubstantiated_env_claim,high,Testing data,0,0,0,NO,NO,NO,Remove; HDPE fails one-year standard,Under review,RESOLVED,51744.0,Review #207: unsubstantiated_env_claim flagged in brand_guidelines.md by Sarah Chen
RV-0208,2026-06-05,Compliance Counsel LLC,product_label_draft.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Flagged for revision,IN_REVIEW,51744.0,Review #208: undisclosed_material_connection flagged in product_label_draft.md by Compliance Counsel LLC
RV-0209,2026-05-20,Sarah Chen (Counsel),brand_guidelines.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Pending legal sign-off,RESOLVED,51744.0,Review #209: invalid_safe_harbor flagged in brand_guidelines.md by Sarah Chen
RV-0210,2026-06-09,Dr. Maria Santos (CCO),product_label_draft.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Referred to CCO,ESCALATED,2000000.0,Review #210: false_origin_claim flagged in product_label_draft.md by Dr. Maria Santos
RV-0211,2026-06-08,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Referred to CCO,ESCALATED,51744.0,Review #211: undisclosed_material_connection flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0212,2026-06-07,Compliance Counsel LLC,brand_guidelines.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Pending legal sign-off,OPEN,2000000.0,Review #212: false_origin_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0213,2026-05-31,Dr. Rachel Kim (Science),product_label_draft.md,CL-005,Doctor-formulated for maximum results,endorsement_claim,§255.3,16 CFR §255.3,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Disclose physician connection; verify involvement,Referred to CCO,OPEN,51744.0,Review #213: undisclosed_material_connection flagged in product_label_draft.md by Dr. Rachel Kim
RV-0214,2026-05-31,Dr. Rachel Kim (Science),press_release_draft_v2.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Resolved,OPEN,51744.0,Review #214: proof_claim flagged in press_release_draft_v2.md by Dr. Rachel Kim
RV-0215,2026-05-29,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-006,As seen on Dr. Wellness Network (undisclosed),endorsement_claim,§255.5,16 CFR §255.5,YES,undisclosed_material_connection,high,N/A,0,0,0,NO,NO,YES,Add Ad: disclosure at beginning of all posts,Referred to CCO,RESOLVED,51744.0,Review #215: undisclosed_material_connection flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0216,2026-06-01,Compliance Counsel LLC,product_label_draft.md,CL-001,Clinically demonstrated to support immune function,health_claim,§255.1,16 CFR §255.1,YES,proof_claim,high,RCT (LGG only),3,0,0,NO,YES,NO,Remove or qualify with strain-specific language,Under review,IN_REVIEW,51744.0,Review #216: proof_claim flagged in product_label_draft.md by Compliance Counsel LLC
RV-0217,2026-05-21,Dr. Maria Santos (CCO),ad_copy_social_media.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Flagged for revision,RESOLVED,51744.0,Review #217: prohibited_qualifier flagged in ad_copy_social_media.md by Dr. Maria Santos
RV-0218,2026-06-08,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Resolved,OPEN,51744.0,Review #218: unqualified_general_claim flagged in press_release_draft_v1.md by Dr. Rachel Kim
RV-0219,2026-05-29,Sarah Chen (Counsel),press_release_draft_v1.md,CL-007,Made in USA (Danish probiotic strains),origin_claim,§323.1,16 CFR §323.1,YES,false_origin_claim,high,N/A,0,0,0,NO,NO,NO,Replace with qualified Made in USA claim,Under review,OPEN,2000000.0,Review #219: false_origin_claim flagged in press_release_draft_v1.md by Sarah Chen
RV-0220,2026-05-22,Dr. Maria Santos (CCO),press_release_draft_v1.md,CL-010,Results not typical disclaimer,disclaimer,§255.1,16 CFR §255.1,YES,invalid_safe_harbor,high,N/A,0,0,0,NO,NO,NO,Remove; safe harbor abolished 2009,Referred to CCO,OPEN,51744.0,Review #220: invalid_safe_harbor flagged in press_release_draft_v1.md by Dr. Maria Santos
RV-0221,2026-05-24,Dr. Rachel Kim (Science),brand_guidelines.md,CL-012,Initial studies show remarkable outcomes,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Pilot (n=45),0,0,0,YES,NO,NO,"Remove; pilot study insufficient, 'initial' prohibited qualifier",Flagged for revision,RESOLVED,51744.0,Review #221: prohibited_qualifier flagged in brand_guidelines.md by Dr. Rachel Kim
RV-0222,2026-06-02,Compliance Counsel LLC,brand_guidelines.md,CL-011,Eco-Friendly Packaging,environmental_claim,§260.1,16 CFR §260.1,YES,unqualified_general_claim,medium,N/A,0,0,0,NO,NO,NO,Qualify with specific environmental benefit,Referred to CCO,IN_REVIEW,51744.0,Review #222: unqualified_general_claim flagged in brand_guidelines.md by Compliance Counsel LLC
RV-0223,2026-05-21,Dr. Rachel Kim (Science),product_label_draft.md,CL-003,Promising preliminary clinical results,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,None (pilot only),0,0,0,YES,NO,NO,Remove entirely,Pending legal sign-off,IN_REVIEW,51744.0,Review #223: prohibited_qualifier flagged in product_label_draft.md by Dr. Rachel Kim
RV-0224,2026-06-08,Dr. Rachel Kim (Science),press_release_draft_v1.md,CL-002,May help support immune function,health_claim,§255.1,16 CFR §255.1,YES,prohibited_qualifier,high,Partial RCT,3,0,0,YES,NO,NO,Remove 'may'; rewrite with evidence-based language,Referred to CCO,ESCALATED,51744.0,Review #224: prohibited_qualifier flagged in press_release_draft_v1.md by Dr. Rachel Kim
