influencer_id,handle,platform,follower_count,post_date,campaign,disclosed_material_connection,disclosure_format,disclosure_position,post_reach,engagement_rate_pct,clicks,conversions,revenue_usd,claim_used,claim_compliant,ftc_issue_flag,penalty_risk_usd
INF-002,@healthcoach_jay,TikTok,42000,2026-10-02,ProBio+ Q4,NO,#giftedpartnership at hashtag end,end_of_caption,12703,7.69,728,15,659.1,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-10-01,ProBio+ Q4,YES,Ad: at beginning,beginning_of_caption,17007,7.08,610,7,305.34,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-10-04,ProBio+ Q4,YES,Verbal+on-screen first 30s,beginning_of_video,40760,8.49,2061,34,1451.22,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-09-30,ProBio+ Q4,YES,#ad at beginning,beginning_of_caption,9489,6.91,361,15,665.07,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-10-03,ProBio+ Q4,NO,none,none,43885,4.37,1423,36,1496.91,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-10-01,ProBio+ Q4,NO,buried in hashtags,end_of_caption,10123,7.24,406,13,573.22,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-09-29,ProBio+ Q4,YES,Ad: at beginning,beginning_of_caption,123022,2.05,1515,47,2083.91,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-10-04,ProBio+ Q4,YES,Verbal+on-screen first 30s,beginning_of_video,35509,2.47,670,8,325.69,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-10-04,ProBio+ Q4,YES,#ad at beginning,beginning_of_caption,19053,2.83,316,13,541.88,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-10-10,ProBio+ Q4,NO,none,none,76734,2.34,954,32,1365.06,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-10-07,ProBio+ Q4,NO,#giftedpartnership at hashtag end,end_of_caption,14197,7.75,654,19,818.47,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-10-06,ProBio+ Q4,YES,Ad: at beginning,beginning_of_caption,22906,7.97,1458,53,2234.47,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-10-05,ProBio+ Q4,YES,Verbal+on-screen first 30s,beginning_of_video,47263,6.52,1356,23,954.21,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-10-05,ProBio+ Q4,YES,#ad at beginning,beginning_of_caption,6224,7.13,229,5,203.59,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-10-09,ProBio+ Q4,NO,none,none,54175,6.37,1628,28,1205.05,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-10-08,ProBio+ Q4,NO,buried in hashtags,end_of_caption,9405,3.41,245,4,169.18,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-10-07,ProBio+ Q4,YES,Ad: at beginning,beginning_of_caption,118602,6.27,5648,154,6379.94,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-10-09,ProBio+ Q4,YES,Verbal+on-screen first 30s,beginning_of_video,17370,4.76,445,13,561.4,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-10-08,ProBio+ Q4,YES,#ad at beginning,beginning_of_caption,19640,4.86,497,22,973.65,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-10-12,ProBio+ Q5,NO,none,none,63031,5.63,2235,100,4146.62,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-10-18,ProBio+ Q5,NO,#giftedpartnership at hashtag end,end_of_caption,14593,3.64,332,11,480.85,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-10-12,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,28564,6.79,1421,59,2588.25,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-10-13,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,41514,4.16,1130,36,1561.64,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-10-17,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,14449,6.36,417,6,258.76,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-10-12,ProBio+ Q5,NO,none,none,48050,4.75,1442,52,2102.91,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-10-14,ProBio+ Q5,NO,buried in hashtags,end_of_caption,6944,4.58,152,5,221.86,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-10-14,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,127413,7.92,7388,151,6661.13,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-10-15,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,38738,3.78,1095,42,1777.93,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-10-12,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,10572,8.28,651,23,1032.46,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-10-25,ProBio+ Q5,NO,none,none,111542,4.25,3395,42,1792.26,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-10-22,ProBio+ Q5,NO,#giftedpartnership at hashtag end,end_of_caption,10944,6.82,376,9,388.64,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-10-21,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,12319,3.37,170,7,299.58,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-10-23,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,27051,2.22,438,18,747.02,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-10-22,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,7030,2.1,61,2,81.14,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-10-20,ProBio+ Q5,NO,none,none,82403,2.71,1298,44,1923.05,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-10-23,ProBio+ Q5,NO,buried in hashtags,end_of_caption,7720,6.77,241,6,242.91,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-10-22,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,137894,8.09,5710,198,8133.12,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-10-22,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,38294,7.53,1268,43,1836.63,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-10-24,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,14168,4.47,301,4,176.92,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-10-29,ProBio+ Q5,NO,none,none,50588,3.22,1068,47,1891.42,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-10-28,ProBio+ Q5,NO,#giftedpartnership at hashtag end,end_of_caption,9368,2.64,154,2,87.63,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-10-27,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,21999,7.25,786,29,1274.06,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-10-30,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,18856,7.55,651,10,412.43,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-10-27,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,6953,7.61,239,5,219.66,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-10-30,ProBio+ Q5,NO,none,none,48932,2.97,611,22,937.65,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-10-31,ProBio+ Q5,NO,buried in hashtags,end_of_caption,4733,4.8,123,3,126.75,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-10-27,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,178653,2.09,2663,108,4600.5,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-10-29,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,30184,2.01,485,19,800.31,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-10-26,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,16339,7.89,553,8,344.25,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-11-02,ProBio+ Q5,NO,none,none,53539,5.98,2030,72,3016.41,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-11-06,ProBio+ Q5,NO,#giftedpartnership at hashtag end,end_of_caption,12985,4.84,403,6,260.99,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-11-08,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,23382,7.68,1114,45,1896.32,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-11-03,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,34268,7.34,1407,50,2077.64,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-11-04,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,13282,4.31,263,11,443.58,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-11-08,ProBio+ Q5,NO,none,none,34770,4.69,1137,27,1097.3,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-11-02,ProBio+ Q5,NO,buried in hashtags,end_of_caption,9126,5.56,269,4,167.03,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-11-07,ProBio+ Q5,YES,Ad: at beginning,beginning_of_caption,178123,4.63,6320,86,3562.82,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-11-04,ProBio+ Q5,YES,Verbal+on-screen first 30s,beginning_of_video,22483,5.67,618,20,822.22,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-11-02,ProBio+ Q5,YES,#ad at beginning,beginning_of_caption,14026,5.53,345,7,287.85,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-11-12,ProBio+ Q6,NO,none,none,115010,8.33,6968,224,9677.58,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-11-09,ProBio+ Q6,NO,#giftedpartnership at hashtag end,end_of_caption,13973,6.21,587,7,289.49,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-11-15,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,16381,4.08,268,10,428.22,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-11-12,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,21359,6.76,1138,17,724.92,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-11-12,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,10486,4.08,234,8,350.99,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-11-13,ProBio+ Q6,NO,none,none,65115,7.72,2323,85,3420.3,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-11-09,ProBio+ Q6,NO,buried in hashtags,end_of_caption,6485,6.23,240,6,248.14,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-11-15,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,125126,4.11,2285,78,3350.54,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-11-13,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,30812,2.1,361,11,440.31,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-11-11,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,23847,6.94,1167,25,1014.75,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-11-19,ProBio+ Q6,NO,none,none,106619,2.98,1754,61,2591.97,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-11-22,ProBio+ Q6,NO,#giftedpartnership at hashtag end,end_of_caption,14717,4.17,342,12,506.05,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-11-19,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,28778,7.58,1374,42,1828.57,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-11-19,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,29606,4.51,1050,18,805.11,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-11-19,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,15185,7.96,526,20,824.13,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-11-20,ProBio+ Q6,NO,none,none,53486,2.33,932,34,1397.33,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-11-22,ProBio+ Q6,NO,buried in hashtags,end_of_caption,5612,5.22,130,3,133.56,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-11-18,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,105195,8.22,5691,96,3888.39,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-11-18,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,18407,5.84,756,25,1021.89,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-11-22,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,18611,4.91,571,17,737.73,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-11-27,ProBio+ Q6,NO,none,none,97725,8.41,4350,191,7940.0,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-11-26,ProBio+ Q6,NO,#giftedpartnership at hashtag end,end_of_caption,7160,4.76,177,3,120.81,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-11-27,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,11627,4.89,235,5,207.13,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-11-28,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,51159,7.53,2488,71,3003.55,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-11-27,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,16578,6.75,465,19,814.12,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-11-24,ProBio+ Q6,NO,none,none,48798,4.99,1120,15,607.61,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-11-29,ProBio+ Q6,NO,buried in hashtags,end_of_caption,7084,6.59,280,4,164.91,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-11-26,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,184285,5.31,6301,151,6731.53,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-11-26,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,23991,4.07,624,23,994.21,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-11-23,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,13689,5.54,420,8,353.98,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-12-04,ProBio+ Q6,NO,none,none,117415,4.03,2995,49,2045.22,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-12-05,ProBio+ Q6,NO,#giftedpartnership at hashtag end,end_of_caption,15100,4.43,426,18,747.68,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-12-03,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,23155,4.0,417,14,626.16,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-12-05,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,52966,2.43,860,24,961.95,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-12-02,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,7754,3.24,195,5,205.61,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-12-01,ProBio+ Q6,NO,none,none,38903,3.78,1051,30,1280.67,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-12-05,ProBio+ Q6,NO,buried in hashtags,end_of_caption,11622,2.05,127,4,162.58,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-12-03,ProBio+ Q6,YES,Ad: at beginning,beginning_of_caption,80865,3.01,1648,53,2358.67,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-12-05,ProBio+ Q6,YES,Verbal+on-screen first 30s,beginning_of_video,24754,4.55,755,14,590.95,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-12-02,ProBio+ Q6,YES,#ad at beginning,beginning_of_caption,20664,7.05,719,14,627.45,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-12-13,ProBio+ Q7,NO,none,none,82850,7.4,3354,145,6512.27,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-12-10,ProBio+ Q7,NO,#giftedpartnership at hashtag end,end_of_caption,15994,7.01,674,17,693.6,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-12-08,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,26350,2.73,359,11,487.97,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-12-11,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,53786,6.57,2142,34,1373.92,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-12-08,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,8809,7.87,318,8,357.78,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-12-08,ProBio+ Q7,NO,none,none,78212,7.73,4668,119,4994.7,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-12-09,ProBio+ Q7,NO,buried in hashtags,end_of_caption,6180,8.46,287,3,133.93,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-12-13,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,150137,4.05,2787,36,1604.77,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-12-10,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,31576,2.73,588,15,600.24,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-12-07,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,8563,3.24,127,5,215.17,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-12-17,ProBio+ Q7,NO,none,none,52256,3.73,1014,13,547.16,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-12-20,ProBio+ Q7,NO,#giftedpartnership at hashtag end,end_of_caption,14147,2.22,230,6,256.02,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-12-19,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,20561,3.42,321,8,344.51,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-12-15,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,40149,3.06,819,23,961.24,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-12-18,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,11902,7.07,507,6,266.14,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-12-14,ProBio+ Q7,NO,none,none,67458,8.37,2831,35,1537.64,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-12-16,ProBio+ Q7,NO,buried in hashtags,end_of_caption,6225,6.2,170,5,218.87,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-12-15,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,67279,5.46,2664,47,2062.63,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-12-17,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,39093,5.01,926,15,653.55,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-12-17,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,8860,3.15,199,8,332.54,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-12-23,ProBio+ Q7,NO,none,none,86815,8.43,4517,91,3981.84,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-12-22,ProBio+ Q7,NO,#giftedpartnership at hashtag end,end_of_caption,9904,7.58,314,10,413.56,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-12-27,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,17577,7.76,951,39,1635.01,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-12-22,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,37357,5.13,1475,42,1847.82,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-12-26,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,10539,4.69,394,7,290.21,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-12-21,ProBio+ Q7,NO,none,none,34456,6.23,1121,35,1474.22,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2026-12-26,ProBio+ Q7,NO,buried in hashtags,end_of_caption,7928,4.8,262,11,473.71,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2026-12-24,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,95735,8.37,6243,90,3885.98,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-12-23,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,26745,6.82,846,11,486.57,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2026-12-26,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,21141,2.03,183,6,250.93,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2026-12-31,ProBio+ Q7,NO,none,none,123929,2.02,1154,30,1255.34,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2026-12-31,ProBio+ Q7,NO,#giftedpartnership at hashtag end,end_of_caption,15914,5.65,550,13,562.09,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2026-12-29,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,29575,1.97,276,8,356.46,Supports digestive wellness based on probiotic blend,YES,NO,0.0
INF-004,@fitnesswithmark,YouTube,125000,2026-12-28,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,28566,3.54,585,26,1076.86,B-vitamins support energy metabolism,YES,NO,0.0
INF-005,@momlifewellness,Instagram,38000,2026-12-31,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,7982,2.71,92,1,43.56,Supports immune health naturally,YES,NO,0.0
INF-006,@doctordave_wellness,Instagram,198000,2026-12-28,ProBio+ Q7,NO,none,none,77844,8.28,5121,174,7575.56,Doctor recommended for immune function,NO,YES,51744.0
INF-007,@probioticlover,TikTok,28000,2027-01-01,ProBio+ Q7,NO,buried in hashtags,end_of_caption,8754,7.77,503,17,758.65,May help support gut health,NO,YES,51744.0
INF-008,@wellnessmama_official,Instagram,412000,2027-01-02,ProBio+ Q7,YES,Ad: at beginning,beginning_of_caption,83317,4.22,1721,76,3340.22,Supports immune and digestive health,YES,NO,0.0
INF-009,@holistichealthguru,YouTube,88000,2026-12-29,ProBio+ Q7,YES,Verbal+on-screen first 30s,beginning_of_video,34065,1.98,419,10,440.08,Clinically inspired probiotic formula supports wellness,YES,NO,0.0
INF-010,@fitfoodienutritionist,Instagram,55000,2027-01-01,ProBio+ Q7,YES,#ad at beginning,beginning_of_caption,10391,7.72,341,8,348.6,Supports digestive comfort,YES,NO,0.0
INF-001,@drwellnessnetwork,Instagram,285000,2027-01-07,ProBio+ Q8,NO,none,none,87696,6.95,4445,64,2870.52,Clinically demonstrated to support immune function,NO,YES,51744.0
INF-002,@healthcoach_jay,TikTok,42000,2027-01-09,ProBio+ Q8,NO,#giftedpartnership at hashtag end,end_of_caption,7234,4.92,216,3,132.41,May help support immune health,NO,YES,51744.0
INF-003,@nutritionbyjessica,Instagram,67500,2027-01-08,ProBio+ Q8,YES,Ad: at beginning,beginning_of_caption,23080,3.02,548,14,623.61,Supports digestive wellness based on probiotic blend,YES,NO,0.0
